id,logFC.x,logCPM.x,PValue.x,FDR.x,RNA-MCF7.x,RNC-MCF7.x,logFC.y,logCPM.y,PValue.y,FDR.y,RNA-MDAMB231.x,RNC-MDAMB231.x,logFC.x.x,logCPM.x.x,PValue.x.x,FDR.x.x,RNA-MCF7.y,RNA-MDAMB231.y,logFC.y.y,logCPM.y.y,PValue.y.y,FDR.y.y,RNC-MCF7.y,RNC-MDAMB231.y,strand,circ_type,gene_id,gene_name,gene_type
chr8:115587001|115623758,3.660114213271584,10.812523099933687,4.2354792071029137e-7,3.758987796303836e-5,11,14,NA,NA,NA,NA,NA,NA,-5.920861515325832,8.85014194327972,0.07036718886527049,0.18433836669103848,11,0,-6.353763808511124,12.57938386588973,0.011740242966869303,0.04178730547529752,14,0,-,exon,ENSG00000104447.13,TRPS1,protein_coding
chr21:45128402|45134832,2.0104507570153194,11.468879965766854,0.0010766248633880676,0.03900018637783306,35,14,NA,NA,NA,NA,NA,NA,-7.574290754485042,10.126639205682569,1.9637589721938124e-5,5.680874169560671e-4,35,0,-6.353763808511124,12.57938386588973,0.011740242966869303,0.04178730547529752,14,0,+,exon,ENSG00000197381.17,ADARB1,protein_coding
chr17:67945409|67975958,0.8594774840573864,12.102849735952493,0.11801748702627611,0.6894145296571405,78,14,-5.776678145503556,10.808827421527354,0.3750624921885511,0.8261776683894201,12,0,-1.1985594113482838,11.430647695521307,0.0064031229094512025,0.05104851925842002,78,12,-6.353763808511124,12.57938386588973,0.011740242966869303,0.04178730547529752,14,0,+,exon,"ENSG00000171634.18,ENSG00000279573.1,ENSG00000279880.1","BPTF,RP11-855A2.1,RP11-855A2.2","protein_coding,TEC,TEC"
chr16:80684538|80685129,1.4209513126848736,11.663642456546285,0.022776039506876077,0.28876764374789315,49,13,NA,NA,NA,NA,NA,NA,-2.5066150930375537,10.651045316526352,2.9791062462818053e-4,0.004750149723402091,49,3,-6.248204897645118,12.501768319369427,0.021515144406641044,0.0627525045193697,13,0,-,exon,ENSG00000166446.15,CDYL2,protein_coding
chr5:129679764|129704391,0.7163191936498727,12.080675905890724,0.19318251383614382,0.8187678715696324,80,13,NA,NA,NA,NA,NA,NA,-8.762671509954075,11.132010567115698,2.1612103014109965e-11,2.574382859033687e-9,80,0,-6.248204897645118,12.501768319369427,0.021515144406641044,0.0627525045193697,13,0,+,exon,ENSG00000145808.10,ADAMTS19,protein_coding
chr20:63775678|63790790,2.588827132982762,10.944931425338302,1.8173625440107925e-4,0.00948770151652693,20,12,NA,NA,NA,NA,NA,NA,-6.77260205928263,9.482872902519668,0.001837170417052933,0.019242635123380467,20,0,-6.1343084122576235,12.41930216249249,0.021515144406641044,0.0627525045193697,12,0,-,exon,ENSG00000130584.12,ZBTB46,protein_coding
chr1:180984677|180993425,2.1600810348481567,11.14601096989262,0.002119095051949867,0.06598936345984234,27,12,NA,NA,NA,NA,NA,NA,-7.202136409059056,9.823328399517212,1.458358528589781e-4,0.0027599775891535574,27,0,-6.1343084122576235,12.41930216249249,0.021515144406641044,0.0627525045193697,12,0,-,exon,ENSG00000135823.14,STX6,protein_coding
chr12:69251129|69262562,1.5269631309114722,11.480513043671406,0.009543715227774068,0.18021377158828694,42,12,-5.370386111074125,10.523555709700503,0.6250374953130612,0.8962569212871706,9,0,-0.7208252879715433,10.727823766127779,0.2225503914040166,0.3156645471966094,42,9,-6.1343084122576235,12.41930216249249,0.021515144406641044,0.0627525045193697,12,0,+,exon,ENSG00000111605.18,CPSF6,protein_coding
chr20:58438945|58441083,1.1661214733280179,11.688671957602354,0.049013232448312564,0.5058051604404349,54,12,-6.877915118724498,11.657880800972684,0.03863062509713602,0.3948487728388336,26,0,0.44170320625909154,11.477395116578784,0.24250375264172602,0.3156645471966094,54,26,-6.1343084122576235,12.41930216249249,0.021515144406641044,0.0627525045193697,12,0,+,exon,ENSG00000124164.16,VAPB,protein_coding
chr4:1225360|1241519,1.0388789920566204,11.764749398971347,0.07929130245712228,0.5963646689042036,59,12,-5.518897377689947,10.625620088173344,0.3750624921885511,0.8261776683894201,10,0,-1.0583684222566336,11.093161111845326,0.033392813004514715,0.14058304851173034,59,10,-6.1343084122576235,12.41930216249249,0.021515144406641044,0.0627525045193697,12,0,-,exon,ENSG00000159692.16,CTBP1,protein_coding
chr8:140879471|140890769,1.6631580381005653,11.270074126923296,0.009098519143245092,0.17365453203505418,35,11,-6.352841843800686,11.24185509687737,0.07036718886527049,0.5621642451104577,18,0,0.5357346348792894,10.919416333475297,0.2534518128089876,0.3197756516748909,35,18,-6.010643437808477,12.331347757588393,0.00782344105430495,0.029337903953643562,11,0,-,exon,ENSG00000169398.19,PTK2,protein_coding
chr17:60623521|60633977,0.6474262311222861,11.88015849613557,0.2630468130351189,0.8187678715696324,71,11,NA,NA,NA,NA,NA,NA,-8.590911521262719,10.983823693020877,4.658405269951887e-10,3.8599923085751683e-8,71,0,-6.010643437808477,12.331347757588393,0.00782344105430495,0.029337903953643562,11,0,+,exon,ENSG00000170836.12,PPM1D,protein_coding
chr4:143543509|143543972,-0.03397736051423982,12.331477544499089,0.9999999999999962,1,114,11,-7.421524116443011,12.102489155750362,0.004195020365480461,0.10892070734658196,38,0,-0.08736542941381702,12.289185703360209,0.8628553356383377,0.9393989541223837,114,38,-6.010643437808477,12.331347757588393,0.00782344105430495,0.029337903953643562,11,0,+,exon,ENSG00000153147.6,SMARCA5,protein_coding
chr6:16326394|16328470,2.735970505502755,10.585039526537416,4.916671081319418e-4,0.02128558821790723,15,10,NA,NA,NA,NA,NA,NA,-6.361956290958843,9.169649638702614,0.011740242966869303,0.07226137388422595,15,0,-5.87537582236689,12.2371343287906,0.015641409530675467,0.05053378463756689,10,0,-,exon,"ENSG00000288708.1,ENSG00000124788.19","RP3-467D16.4,ATXN1","protein_coding,protein_coding"
chr4:102304317|102315830,2.190304570092035,10.841837181849247,0.002509384632564369,0.07549419869155517,22,10,-4.802757086823079,10.160163768634256,0.5000249987501304,0.8261776683894201,6,0,-0.373436802266613,9.990798309757238,0.8389163658204349,0.9153047633547311,22,6,-5.87537582236689,12.2371343287906,0.015641409530675467,0.05053378463756689,10,0,-,exon,ENSG00000138821.14,SLC39A8,protein_coding
chr4:105233897|105237351,1.1338996572068274,11.435177112042483,0.07322228311531533,0.5554254381610457,46,10,NA,NA,NA,NA,NA,NA,-2.985477589305353,10.538605097016069,3.1626552820973163e-4,0.004964633291664392,46,2,-5.87537582236689,12.2371343287906,0.015641409530675467,0.05053378463756689,10,0,+,exon,ENSG00000168769.14,TET2,protein_coding
chr1:30992390|30995220,1.0727950026178483,11.472736700025417,0.10847193451995031,0.6894145296571405,48,10,-5.518897377689947,10.625620088173344,0.3750624921885511,0.8261776683894201,10,0,-0.7617187962278302,10.891969086520998,0.19394735197538948,0.3156645471966094,48,10,-5.87537582236689,12.2371343287906,0.015641409530675467,0.05053378463756689,10,0,-,exon,ENSG00000134644.16,PUM1,protein_coding
chr8:127890589|127890998,0.13745434967301054,12.081329674409538,0.8975753527422785,1,92,10,-7.343989049208363,12.03845352896091,0.0074060967305925275,0.1666271698888058,36,0,0.14354011011146642,12.087615610074286,0.6407219662398445,0.731789047735863,92,36,-5.87537582236689,12.2371343287906,0.015641409530675467,0.05053378463756689,10,0,+,exon,"ENSG00000278324.1,ENSG00000249859.12","ENSG10010139188.1,PVT1","misc_RNA,lncRNA"
chr8:94664697|94665196,1.0790579271308642,11.313616585714614,0.12176539806439829,0.6894145296571405,43,9,NA,NA,NA,NA,NA,NA,-7.869863464902601,10.371989319062244,8.8226735331061e-7,3.883894327073881e-5,43,0,-5.726100808217816,12.135718309418351,0.03127343984316604,0.07297135963405409,9,0,+,exon,ENSG00000104413.18,ESRP1,protein_coding
chr3:175096790|175576187,3.95733316819375,9.804728111635725,6.135620009462345e-5,0.0035131372634824715,5,8,NA,NA,NA,NA,NA,NA,-4.811654500540788,8.150821358879204,0.2500374981251168,0.3156645471966094,5,0,-5.55957866745306,12.025927765531923,0.03127343984316604,0.07297135963405409,8,0,+,exon,"ENSG00000177694.16,ENSG00000264974.1","NAALADL2,MIR4789","protein_coding,miRNA"
chr16:72950469|72960194,3.704802178443392,9.877810579235906,5.211828308312058e-4,0.021489239513003727,6,8,NA,NA,NA,NA,NA,NA,-5.06610148349325,8.296024625862628,0.12503749906239778,0.22816025583704527,6,0,-5.55957866745306,12.025927765531923,0.03127343984316604,0.07297135963405409,8,0,-,exon,ENSG00000140836.17,ZFHX3,protein_coding
chr17:60269450|60271481,2.2368170799560883,10.47636133669157,0.007226519374451202,0.15094138990642703,17,8,NA,NA,NA,NA,NA,NA,-6.540463504915457,9.304140045589866,0.006362166540816304,0.050922479229853816,17,0,-5.55957866745306,12.025927765531923,0.03127343984316604,0.07297135963405409,8,0,-,exon,ENSG00000170832.13,USP32,protein_coding
chr16:67610824|67612121,1.8691851568390097,10.671631872378338,0.022735317497655963,0.28876764374789315,22,8,NA,NA,NA,NA,NA,NA,-6.908905514353634,9.58963811105107,9.804125226623053e-4,0.012808615215426892,22,0,-5.55957866745306,12.025927765531923,0.03127343984316604,0.07297135963405409,8,0,+,exon,ENSG00000102974.16,CTCF,protein_coding
chr16:85633914|85634132,0.1890974725915679,11.733835912372562,0.883130238512866,1,71,8,-4.550023676850868,10.013401700547634,0.5000249987501304,0.8261776683894201,5,0,-2.3153700475692145,11.137295768568052,3.0887096573342684e-5,8.809347966340695e-4,71,5,-5.55957866745306,12.025927765531923,0.03127343984316604,0.07297135963405409,8,0,+,exon,ENSG00000131149.19,GSE1,protein_coding
chr16:11020193|11061022,4.460965761006321,9.489639160900085,2.45094035560146e-4,0.012429768946264547,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,+,exon,"ENSG00000038532.16,ENSG00000229917.2,ENSG00000274038.1","CLEC16A,RPL7P46,RP11-66H6.4","protein_coding,processed_pseudogene,lncRNA"
chr2:73432198|73491498,8.28731540660686,9.170744921075052,9.792503299589157e-4,0.03621186115993907,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,+,exon,"ENSG00000116127.20,ENSG00000284902.1,ENSG00000230002.3","ALMS1,RP11-582H21.1,ALMS1-IT1","protein_coding,lncRNA,lncRNA"
chr9:136013199|136016429,8.28731540660686,9.170744921075052,9.792503299589157e-4,0.03621186115993907,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,-,exon,ENSG00000148411.8,"NACC2",protein_coding
chr20:32366384|32369123,3.5127344528383264,9.742976440908636,0.001837170417052933,0.05823174089765993,6,7,-8.526625962211623,13.02753858170498,1.3127447409255516e-5,0.0010153424960902026,82,0,5.227469652471931,12.206050533452137,4.129374842512463e-33,2.7873280186959123e-30,6,82,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,+,exon,ENSG00000171456.20,ASXL1,protein_coding
chr17:60265412|60271481,2.320780145855641,10.23676376913794,0.0075635441627656,0.15094138990642703,14,7,NA,NA,NA,NA,NA,NA,-2.2374272026719324,9.194106504510422,0.14611692825105935,0.26489416267537613,14,1,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,-,exon,ENSG00000170832.13,USP32,protein_coding
chr17:59075647|59091340,2.2227833666446637,10.286269415559325,0.01926629253193105,0.271410073366489,15,7,NA,NA,NA,NA,NA,NA,-6.361956290958843,9.169649638702614,0.011740242966869303,0.07226137388422595,15,0,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,-,exon,ENSG00000108395.14,TRIM37,protein_coding
chr17:29285992|29287716,2.1310218426683805,10.333783266641811,0.01926629253193105,0.271410073366489,16,7,NA,NA,NA,NA,NA,NA,-6.453969015313508,9.238634097495494,0.011740242966869303,0.07226137388422595,16,0,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,-,exon,ENSG00000108256.9,NUFIP2,protein_coding
chr4:128992167|129003876,1.0543077013312037,10.965450487724471,0.18524120174435732,0.8187678715696324,34,7,-6.271417626430037,11.178957447697995,0.12506562171808408,0.7640563612524968,17,0,0.49517715299716025,10.861243503213462,0.38225453762727624,0.46602374394655893,34,17,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,-,exon,ENSG00000151466.12,SCLT1,protein_coding
chr5:129526284|129528677,-0.24482717564760714,11.857712322437907,0.7800427124004993,1,84,7,NA,NA,NA,NA,NA,NA,-8.832902657658028,11.192857333083689,3.370208254434642e-12,4.2654198220188436e-10,84,0,-5.371296935407014,11.906282554016734,0.06253125078085774,0.11724609521410825,7,0,+,exon,ENSG00000145808.10,ADAMTS19,protein_coding
chr15:63696124|63716473,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,-4.802757086823079,10.160163768634256,0.5000249987501304,0.8261776683894201,6,0,6.535468712087021,8.472426756638376,0.00782344105430495,0.05370328181344924,0,6,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,-,exon,ENSG00000103657.14,HERC1,protein_coding
chr16:68121987|68191775,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,"ENSG00000261864.1,ENSG00000212445.1,ENSG00000072736.19","RP11-67A1.2,ENSG10010134216.1,NFATC3","lncRNA,snoRNA,protein_coding"
chr1:13769118|13782831,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,ENSG00000116731.22,PRDM2,protein_coding
chr2:214745067|214781509,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,-,exon,ENSG00000138376.11,BARD1,protein_coding
chr3:47113876|47126663,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,-,exon,ENSG00000181555.21,SETD2,protein_coding
chr4:151566138|151588926,8.065692429150328,8.976547589281495,0.0039132845897381615,0.10214823745272407,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,"ENSG00000253019.1,ENSG00000164142.16","RN7SKP35,FAM160A1","misc_RNA,protein_coding"
chr14:65561337|65629606,3.2911114753817956,9.603249100445542,0.006362166540816304,0.15094138990642703,6,6,-4.550023676850868,10.013401700547634,0.5000249987501304,0.8261776683894201,5,0,1.2094399902002546,8.982996557283977,0.22669138047294182,0.3156645471966094,6,5,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,ENSG00000033170.17,FUT8,protein_coding
chr1:13778418|13782831,3.2911114753817956,9.603249100445542,0.006362166540816304,0.15094138990642703,6,6,NA,NA,NA,NA,NA,NA,-5.06610148349325,8.296024625862628,0.12503749906239778,0.22816025583704527,6,0,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,ENSG00000116731.22,PRDM2,protein_coding
chrX:107840670|107854704,1.1107390880042243,10.71104506086694,0.21030253537408,0.8187678715696324,28,6,NA,NA,NA,NA,NA,NA,-3.228008132258588,9.926550557395897,0.004363941372966752,0.03792695828436769,28,1,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,ENSG00000080561.14,MID2,protein_coding
chr14:102194938|102209862,1.0605140545985046,10.743378862746995,0.21030253537408,0.8187678715696324,29,6,NA,NA,NA,NA,NA,NA,-7.304554053816026,9.906108214616209,4.0363244767443015e-5,0.001061500917585352,29,0,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,+,exon,ENSG00000140153.18,WDR20,protein_coding
chr17:59070823|59084089,1.0119788584113798,10.774844274199552,0.3077483369312565,0.8187678715696324,30,6,NA,NA,NA,NA,NA,NA,-7.353159419279293,9.945585646230592,2.2277819975199077e-4,0.004027909415158762,30,0,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,-,exon,ENSG00000108395.14,TRIM37,protein_coding
chr17:58999381|59017424,0.919548309556894,10.835344654094719,0.3077483369312565,0.8187678715696324,32,6,NA,NA,NA,NA,NA,NA,-7.445717234122951,10.021086824896367,6.661379592884885e-5,0.0015869757265402227,32,0,-5.154701856004085,11.774876285472123,0.12503749906239778,0.17505249868735687,6,0,-,exon,ENSG00000108395.14,TRIM37,protein_coding
chr16:89305206|89317078,7.803734555786262,8.768267357483397,0.00782344105430495,0.15094138990642703,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,-,exon,"ENSG00000288715.1,ENSG00000167522.16","GS2-740I5.1,ANKRD11","protein_coding,protein_coding"
chr17:49311312|49322508,7.803734555786262,8.768267357483397,0.00782344105430495,0.15094138990642703,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,-,exon,ENSG00000198740.9,ZNF652,protein_coding
chr19:38152840|38162371,7.803734555786262,8.768267357483397,0.00782344105430495,0.15094138990642703,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,ENSG00000105738.11,SIPA1L3,protein_coding
chr19:50398851|50399484,7.803734555786262,8.768267357483397,0.00782344105430495,0.15094138990642703,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,ENSG00000062822.15,POLD1,protein_coding
chr6:151573174|151586089,7.803734555786262,8.768267357483397,0.00782344105430495,0.15094138990642703,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,ENSG00000120262.10,CCDC170,protein_coding
chr20:58667490|58673711,3.2816845917680864,9.36595828365137,0.011740242966869303,0.20372383103294994,5,5,NA,NA,NA,NA,NA,NA,-4.811654500540788,8.150821358879204,0.2500374981251168,0.3156645471966094,5,0,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,"ENSG00000254995.4,ENSG00000124222.22","STX16-NPEPL1,STX16","protein_coding,protein_coding"
chr20:35713019|35725155,2.814310716291013,9.543987309851484,0.011740242966869303,0.20372383103294994,7,5,-4.802757086823079,10.160163768634256,0.5000249987501304,0.8261776683894201,6,0,1.2531401274164298,9.174450870832223,0.2670027644248463,0.3343726641684067,7,6,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,-,exon,ENSG00000131051.24,RBM39,protein_coding
chr21:21280578|21432281,2.814310716291013,9.543987309851484,0.011740242966869303,0.20372383103294994,7,5,NA,NA,NA,NA,NA,NA,-5.282328584670591,8.426955256319212,0.12503749906239778,0.22816025583704527,7,0,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,ENSG00000154654.15,NCAM2,protein_coding
chr22:45689712|45740538,2.814310716291013,9.543987309851484,0.011740242966869303,0.20372383103294994,7,5,-5.776678145503556,10.808827421527354,0.3750624921885511,0.8261776683894201,12,0,2.2453428046741366,9.713403404536136,0.0025888579587734144,0.025204025800558482,7,12,-4.899744789524126,11.629195839523605,0.12503749906239778,0.17505249868735687,5,0,+,exon,ENSG00000130638.17,ATXN10,protein_coding
